Vessel,Cruise_type,Cruise_num,Cast_type,Cast,Bottle_number,Date,ID,decy,Latitude,Longitude,Depth,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16_Chl,p17_Phae,p18,p19,p20,p21,yyyymmdd,time
R/V Weatherbird I,BATS Core,10,CTD cast,7,4,1989-07-20,1001000704,1989.54909,31.962,-64.25,126,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.174,-999,-999,-999,-999,-999,19890720,1000
R/V Weatherbird I,BATS Core,10,CTD cast,7,3,1989-07-20,1001000703,1989.54909,31.962,-64.25,135.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.148,-999,-999,-999,-999,-999,19890720,1000
R/V Weatherbird I,BATS Core,10,CTD cast,7,2,1989-07-20,1001000702,1989.54909,31.962,-64.25,150.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.108,-999,-999,-999,-999,-999,19890720,1000
R/V Weatherbird I,BATS Core,10,CTD cast,7,1,1989-07-20,1001000701,1989.54909,31.962,-64.25,190.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.014,-999,-999,-999,-999,-999,19890720,1000
R/V Weatherbird I,BATS Core,11,Hydrocast,83,12,1989-08-17,1001108312,1989.62546,31.433,-64.067,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.033,-999,-999,-999,-999,-999,19890817,700
R/V Weatherbird I,BATS Core,11,Hydrocast,83,11,1989-08-17,1001108311,1989.62546,31.433,-64.067,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.042,-999,-999,-999,-999,-999,19890817,700
R/V Weatherbird I,BATS Core,11,Hydrocast,83,10,1989-08-17,1001108310,1989.62546,31.433,-64.067,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.053,-999,-999,-999,-999,-999,19890817,700
R/V Weatherbird I,BATS Core,11,Hydrocast,83,9,1989-08-17,1001108309,1989.62546,31.433,-64.067,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.079,-999,-999,-999,-999,-999,19890817,700
R/V Weatherbird I,BATS Core,11,Hydrocast,83,8,1989-08-17,1001108308,1989.62546,31.433,-64.067,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.094,-999,-999,-999,-999,-999,19890817,700
R/V Weatherbird I,BATS Core,11,Hydrocast,83,6,1989-08-17,1001108306,1989.62546,31.433,-64.067,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.242,-999,-999,-999,-999,-999,19890817,700
R/V Weatherbird I,BATS Core,11,Hydrocast,83,5,1989-08-17,1001108305,1989.62546,31.433,-64.067,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.235,-999,-999,-999,-999,-999,19890817,700
R/V Weatherbird I,BATS Core,11,Hydrocast,83,4,1989-08-17,1001108304,1989.62546,31.433,-64.067,120,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.134,-999,-999,-999,-999,-999,19890817,700
R/V Weatherbird I,BATS Core,11,Hydrocast,83,3,1989-08-17,1001108303,1989.62546,31.433,-64.067,150,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.035,-999,-999,-999,-999,-999,19890817,700
R/V Weatherbird I,BATS Core,11,Hydrocast,83,2,1989-08-17,1001108302,1989.62546,31.433,-64.067,200,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.01,-999,-999,-999,-999,-999,19890817,700
R/V Weatherbird I,BATS Core,11,Hydrocast,83,1,1989-08-17,1001108301,1989.62546,31.433,-64.067,250,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.008,-999,-999,-999,-999,-999,19890817,700
R/V Weatherbird I,BATS Core,13,CTD cast,4,12,1989-10-20,1001300412,1989.80188,31.915,-64.193,2.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.122,-999,-999,-999,-999,-999,19891020,1630
R/V Weatherbird I,BATS Core,13,CTD cast,4,11,1989-10-20,1001300411,1989.80188,31.915,-64.193,5.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.13,-999,-999,-999,-999,-999,19891020,1630
R/V Weatherbird I,BATS Core,13,CTD cast,4,10,1989-10-20,1001300410,1989.80188,31.915,-64.193,26.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.057,-999,-999,-999,-999,-999,19891020,1630
R/V Weatherbird I,BATS Core,13,CTD cast,4,9,1989-10-20,1001300409,1989.80188,31.915,-64.193,51.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.083,-999,-999,-999,-999,-999,19891020,1630
R/V Weatherbird I,BATS Core,13,CTD cast,4,8,1989-10-20,1001300408,1989.80188,31.915,-64.193,74.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.185,-999,-999,-999,-999,-999,19891020,1630
R/V Weatherbird I,BATS Core,13,CTD cast,4,7,1989-10-20,1001300407,1989.80188,31.915,-64.193,85.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.233,-999,-999,-999,-999,-999,19891020,1630
R/V Weatherbird I,BATS Core,13,CTD cast,4,6,1989-10-20,1001300406,1989.80188,31.915,-64.193,90.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.277,-999,-999,-999,-999,-999,19891020,1630
R/V Weatherbird I,BATS Core,13,CTD cast,4,5,1989-10-20,1001300405,1989.80188,31.915,-64.193,101.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.248,-999,-999,-999,-999,-999,19891020,1630
R/V Weatherbird I,BATS Core,13,CTD cast,4,4,1989-10-20,1001300404,1989.80188,31.915,-64.193,116.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.185,-999,-999,-999,-999,-999,19891020,1630
R/V Weatherbird I,BATS Core,13,CTD cast,4,3,1989-10-20,1001300403,1989.80188,31.915,-64.193,151.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.086,-999,-999,-999,-999,-999,19891020,1630
R/V Weatherbird I,BATS Core,13,CTD cast,4,2,1989-10-20,1001300402,1989.80188,31.915,-64.193,200.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.017,-999,-999,-999,-999,-999,19891020,1630
R/V Weatherbird I,BATS Core,13,CTD cast,4,1,1989-10-20,1001300401,1989.80188,31.915,-64.193,250.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.008,-999,-999,-999,-999,-999,19891020,1630
R/V Weatherbird II,BATS Core,14,CTD cast,4,12,1989-11-28,1001400412,1989.90685,31.655,-64.114,2.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.12,-999,-999,-999,-999,-999,19891128,0
R/V Weatherbird II,BATS Core,14,CTD cast,4,11,1989-11-28,1001400411,1989.90685,31.655,-64.114,9.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.121,-999,-999,-999,-999,-999,19891128,0
R/V Weatherbird II,BATS Core,14,CTD cast,4,10,1989-11-28,1001400410,1989.90685,31.655,-64.114,20.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.119,-999,-999,-999,-999,-999,19891128,0
R/V Weatherbird II,BATS Core,14,CTD cast,4,9,1989-11-28,1001400409,1989.90685,31.655,-64.114,41.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.123,-999,-999,-999,-999,-999,19891128,0
R/V Weatherbird II,BATS Core,14,CTD cast,4,8,1989-11-28,1001400408,1989.90685,31.655,-64.114,61.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.122,-999,-999,-999,-999,-999,19891128,0
R/V Weatherbird II,BATS Core,14,CTD cast,4,7,1989-11-28,1001400407,1989.90685,31.655,-64.114,81.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.124,-999,-999,-999,-999,-999,19891128,0
R/V Weatherbird II,BATS Core,14,CTD cast,4,6,1989-11-28,1001400406,1989.90685,31.655,-64.114,90.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.273,-999,-999,-999,-999,-999,19891128,0
R/V Weatherbird II,BATS Core,14,CTD cast,4,5,1989-11-28,1001400405,1989.90685,31.655,-64.114,100.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.297,-999,-999,-999,-999,-999,19891128,0
R/V Weatherbird II,BATS Core,14,CTD cast,4,4,1989-11-28,1001400404,1989.90685,31.655,-64.114,120.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.085,-999,-999,-999,-999,-999,19891128,0
R/V Weatherbird II,BATS Core,14,CTD cast,4,3,1989-11-28,1001400403,1989.90685,31.655,-64.114,139.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.044,-999,-999,-999,-999,-999,19891128,0
R/V Weatherbird II,BATS Core,14,CTD cast,4,2,1989-11-28,1001400402,1989.90685,31.655,-64.114,175.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.018,-999,-999,-999,-999,-999,19891128,0
R/V Weatherbird II,BATS Core,14,CTD cast,4,1,1989-11-28,1001400401,1989.90685,31.655,-64.114,227,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.012,-999,-999,-999,-999,-999,19891128,0
R/V Weatherbird II,BATS Core,15,CTD cast,2,12,1989-12-19,1001500212,1989.96695,31.734,-64.175,2.3,0,0,3,0,7,2,13,0,2,0,0,-999,0,70,6,0.153,-999,0,17,-999,-999,19891219,2230
R/V Weatherbird II,BATS Core,15,CTD cast,2,11,1989-12-19,1001500211,1989.96695,31.734,-64.175,20.7,0,0,3,0,9,1,14,2,2,0,0,-999,7,71,4,0.165,-999,1,19,-999,-999,19891219,2230
R/V Weatherbird II,BATS Core,15,CTD cast,2,10,1989-12-19,1001500210,1989.96695,31.734,-64.175,40.2,2,0,9,0,10,2,16,0,2,0,0,-999,9,71,0,0.165,-999,0,17,-999,-999,19891219,2230
R/V Weatherbird II,BATS Core,15,CTD cast,2,9,1989-12-19,1001500209,1989.96695,31.734,-64.175,60.3,3,0,3,0,9,1,13,0,2,0,0,-999,8,72,0,0.174,-999,0,19,-999,-999,19891219,2230
R/V Weatherbird II,BATS Core,15,CTD cast,2,8,1989-12-19,1001500208,1989.96695,31.734,-64.175,90,0,0,5,0,12,2,19,2,2,0,0,-999,10,87,9,0.179,-999,0,18,-999,-999,19891219,2230
R/V Weatherbird II,BATS Core,15,CTD cast,2,7,1989-12-19,1001500207,1989.96695,31.734,-64.175,100.2,0,0,5,0,13,0,21,0,3,0,0,-999,10,93,7,0.208,-999,1,17,-999,-999,19891219,2230
R/V Weatherbird II,BATS Core,15,CTD cast,2,6,1989-12-19,1001500206,1989.96695,31.734,-64.175,108.1,0,0,5,0,8,0,15,0,2,0,0,-999,13,73,0,0.189,-999,1,15,-999,-999,19891219,2230
R/V Weatherbird II,BATS Core,15,CTD cast,2,5,1989-12-19,1001500205,1989.96695,31.734,-64.175,119.8,0,0,6,0,14,2,16,0,2,0,0,-999,53,79,14,0.198,-999,0,7,-999,-999,19891219,2230
R/V Weatherbird II,BATS Core,15,CTD cast,2,4,1989-12-19,1001500204,1989.96695,31.734,-64.175,139.7,0,0,0,0,6,0,11,0,3,0,0,-999,27,34,5,0.101,-999,0,3,-999,-999,19891219,2230
R/V Weatherbird II,BATS Core,15,CTD cast,2,3,1989-12-19,1001500203,1989.96695,31.734,-64.175,168.9,0,0,0,0,0,0,4,0,0,0,0,-999,0,8,0,0.032,-999,0,0,-999,-999,19891219,2230
R/V Weatherbird II,BATS Core,15,CTD cast,2,2,1989-12-19,1001500202,1989.96695,31.734,-64.175,199.2,0,0,0,0,0,0,0,0,0,0,0,-999,0,5,0,0.02,-999,0,0,-999,-999,19891219,2230
R/V Weatherbird II,BATS Core,15,CTD cast,2,1,1989-12-19,1001500201,1989.96695,31.734,-64.175,250.8,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0.019,-999,0,0,-999,-999,19891219,2230
R/V Weatherbird II,BATS Core,16,CTD cast,4,12,1990-01-17,1001600412,1990.04499,31.913,-64.405,2.6,0,0,7,0,11,5,20,0,7,0,1,-999,6,93,8,0.079,-999,0,27,-999,-999,19900117,1005
R/V Weatherbird II,BATS Core,16,CTD cast,4,11,1990-01-17,1001600411,1990.04499,31.913,-64.405,19.6,0,0,5,0,10,6,21,0,6,0,2,-999,6,93,6,0.075,-999,2,29,-999,-999,19900117,1005
R/V Weatherbird II,BATS Core,16,CTD cast,4,10,1990-01-17,1001600410,1990.04499,31.913,-64.405,40.1,3,0,9,4,11,6,22,0,5,0,1,-999,7,96,5,0.08,-999,1,28,-999,-999,19900117,1005
R/V Weatherbird II,BATS Core,16,CTD cast,4,9,1990-01-17,1001600409,1990.04499,31.913,-64.405,60.7,2,0,5,0,13,6,25,0,6,0,0,-999,13,101,7,0.078,-999,1,28,-999,-999,19900117,1005
R/V Weatherbird II,BATS Core,16,CTD cast,4,8,1990-01-17,1001600408,1990.04499,31.913,-64.405,80.1,4,0,8,0,17,6,38,0,4,0,0,-999,17,144,9,0.109,-999,2,28,-999,-999,19900117,1005
R/V Weatherbird II,BATS Core,16,CTD cast,4,7,1990-01-17,1001600407,1990.04499,31.913,-64.405,90.4,5,0,9,0,25,4,47,0,5,1,0,-999,40,174,18,0.132,-999,2,26,-999,-999,19900117,1005
R/V Weatherbird II,BATS Core,16,CTD cast,4,6,1990-01-17,1001600406,1990.04499,31.913,-64.405,99.8,6,0,9,0,23,3,49,0,5,0,0,-999,23,146,18,0.118,-999,2,17,-999,-999,19900117,1005
R/V Weatherbird II,BATS Core,16,CTD cast,4,5,1990-01-17,1001600405,1990.04499,31.913,-64.405,120.3,5,0,6,0,20,5,45,0,3,1,0,-999,27,134,9,0.104,-999,2,17,-999,-999,19900117,1005
R/V Weatherbird II,BATS Core,16,CTD cast,4,4,1990-01-17,1001600404,1990.04499,31.913,-64.405,139.5,6,0,5,0,18,2,26,0,3,0,0,-999,48,78,13,0.066,-999,1,5,-999,-999,19900117,1005
R/V Weatherbird II,BATS Core,16,CTD cast,4,3,1990-01-17,1001600403,1990.04499,31.913,-64.405,161.5,5,0,0,0,5,0,16,0,1,0,0,-999,15,26,0,0.026,-999,0,0,-999,-999,19900117,1005
R/V Weatherbird II,BATS Core,16,CTD cast,4,2,1990-01-17,1001600402,1990.04499,31.913,-64.405,200,0,0,0,0,0,0,1,0,0,0,0,-999,0,3,0,0.008,-999,0,0,-999,-999,19900117,1005
R/V Weatherbird II,BATS Core,16,CTD cast,4,1,1990-01-17,1001600401,1990.04499,31.913,-64.405,250.1,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0.011,-999,0,0,-999,-999,19900117,1005
R/V Weatherbird II,BATS Bloom A,16,CTD cast,2,11,1990-01-31,2001600211,1990.08409,31.909,-64.239,0.7,0,0,0,0,4,4,12,0,6,0,0,-999,0,60,0,0.048,-999,0,29,-999,-999,19900131,1636
R/V Weatherbird II,BATS Bloom A,16,CTD cast,2,10,1990-01-31,2001600210,1990.08409,31.909,-64.239,18.7,0,0,0,0,6,6,12,0,6,0,0,-999,0,60,0,0.048,-999,0,26,-999,-999,19900131,1636
R/V Weatherbird II,BATS Bloom A,16,CTD cast,2,9,1990-01-31,2001600209,1990.08409,31.909,-64.239,39.6,0,0,0,0,7,4,15,0,3,0,1,-999,0,71,7,0.057,-999,0,28,-999,-999,19900131,1636
R/V Weatherbird II,BATS Bloom A,16,CTD cast,2,8,1990-01-31,2001600208,1990.08409,31.909,-64.239,58,4,0,4,0,11,9,29,0,4,0,0,-999,0,104,6,0.085,-999,0,31,-999,-999,19900131,1636
R/V Weatherbird II,BATS Bloom A,16,CTD cast,2,7,1990-01-31,2001600207,1990.08409,31.909,-64.239,79,0,0,6,0,13,6,33,0,2,0,0,-999,13,115,3,0.097,-999,0,29,-999,-999,19900131,1636
R/V Weatherbird II,BATS Bloom A,16,CTD cast,2,6,1990-01-31,2001600206,1990.08409,31.909,-64.239,98.9,0,0,6,0,15,4,49,0,4,0,0,-999,21,176,13,0.158,-999,0,38,-999,-999,19900131,1636
R/V Weatherbird II,BATS Bloom A,16,CTD cast,2,5,1990-01-31,2001600205,1990.08409,31.909,-64.239,109.5,6,0,12,0,22,2,69,0,4,0,0,-999,39,215,22,0.182,-999,6,31,-999,-999,19900131,1636
R/V Weatherbird II,BATS Bloom A,16,CTD cast,2,4,1990-01-31,2001600204,1990.08409,31.909,-64.239,136.8,0,0,0,0,16,0,27,0,2,0,0,-999,43,101,14,0.077,-999,0,9,-999,-999,19900131,1636
R/V Weatherbird II,BATS Bloom A,16,CTD cast,2,3,1990-01-31,2001600203,1990.08409,31.909,-64.239,160.5,0,0,0,0,17,0,25,0,0,0,0,-999,40,62,6,0.051,-999,0,2,-999,-999,19900131,1636
R/V Weatherbird II,BATS Bloom A,16,CTD cast,2,2,1990-01-31,2001600202,1990.08409,31.909,-64.239,201.2,0,0,0,0,6,0,10,0,0,0,0,-999,13,12,0,0.016,-999,0,0,-999,-999,19900131,1636
R/V Weatherbird II,BATS Bloom A,16,CTD cast,2,1,1990-01-31,2001600201,1990.08409,31.909,-64.239,250,0,0,0,0,0,0,0,0,0,0,0,-999,0,4,0,0.003,-999,0,0,-999,-999,19900131,1636
R/V Weatherbird II,BATS Core,17,Hydrocast,84,12,1990-02-16,1001708412,1990.12795,32,-64.311,2,4,0,4,0,12,3,38,0,14,1,1,-999,10,130,0,0.095,-999,2,35,-999,-999,19900216,1650
R/V Weatherbird II,BATS Core,17,Hydrocast,84,11,1990-02-16,1001708411,1990.12795,32,-64.311,21,5,0,5,0,16,3,38,0,12,0,1,-999,17,138,9,0.1,-999,2,38,-999,-999,19900216,1650
R/V Weatherbird II,BATS Core,17,Hydrocast,84,10,1990-02-16,1001708410,1990.12795,32,-64.311,41,3,0,7,0,17,4,42,0,8,0,1,-999,16,141,7,0.115,-999,3,36,-999,-999,19900216,1650
R/V Weatherbird II,BATS Core,17,Hydrocast,84,9,1990-02-16,1001708409,1990.12795,32,-64.311,61,5,2,8,5,17,4,49,0,7,0,0,-999,16,150,17,0.129,-999,2,32,-999,-999,19900216,1650
R/V Weatherbird II,BATS Core,17,Hydrocast,84,8,1990-02-16,1001708408,1990.12795,32,-64.311,82,4,0,10,2,19,5,30,0,8,0,0,-999,19,172,12,0.127,-999,3,34,-999,-999,19900216,1650
R/V Weatherbird II,BATS Core,17,Hydrocast,84,7,1990-02-16,1001708407,1990.12795,32,-64.311,102,4,0,13,0,22,6,55,0,6,0,0,-999,19,173,16,0.136,-999,3,32,-999,-999,19900216,1650
R/V Weatherbird II,BATS Core,17,Hydrocast,84,6,1990-02-16,1001708406,1990.12795,32,-64.311,122,4,0,9,0,22,4,57,0,6,0,0,-999,20,191,10,0.136,-999,2,23,-999,-999,19900216,1650
R/V Weatherbird II,BATS Core,17,Hydrocast,84,5,1990-02-16,1001708405,1990.12795,32,-64.311,132,4,0,9,0,24,4,52,0,6,0,0,-999,20,162,12,0.126,-999,2,26,-999,-999,19900216,1650
R/V Weatherbird II,BATS Core,17,Hydrocast,84,4,1990-02-16,1001708404,1990.12795,32,-64.311,142,5,0,10,0,19,5,49,0,5,1,0,-999,21,145,7,0.112,-999,2,21,-999,-999,19900216,1650
R/V Weatherbird II,BATS Core,17,Hydrocast,84,3,1990-02-16,1001708403,1990.12795,32,-64.311,162,6,0,7,0,23,5,29,0,4,0,0,-999,67,103,14,0.09,-999,2,7,-999,-999,19900216,1650
R/V Weatherbird II,BATS Core,17,Hydrocast,84,2,1990-02-16,1001708402,1990.12795,32,-64.311,202,0,0,0,0,5,0,16,0,0,0,0,-999,6,19,0,0.019,-999,0,0,-999,-999,19900216,1650
R/V Weatherbird II,BATS Core,17,Hydrocast,84,1,1990-02-16,1001708401,1990.12795,32,-64.311,222,0,0,0,0,0,0,3,0,0,0,0,-999,0,4,0,0.005,-999,0,0,-999,-999,19900216,1650
R/V Weatherbird II,BATS Bloom A,17,Hydrocast,82,12,1990-02-22,2001708212,1990.14415,31.828,-64.258,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.118,-999,-999,-999,-999,-999,19900222,1445
R/V Weatherbird II,BATS Bloom A,17,Hydrocast,82,11,1990-02-22,2001708211,1990.14415,31.828,-64.258,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.116,-999,-999,-999,-999,-999,19900222,1445
R/V Weatherbird II,BATS Bloom A,17,Hydrocast,82,10,1990-02-22,2001708210,1990.14415,31.828,-64.258,41.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.13,-999,-999,-999,-999,-999,19900222,1445
R/V Weatherbird II,BATS Bloom A,17,Hydrocast,82,9,1990-02-22,2001708209,1990.14415,31.828,-64.258,61.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.117,-999,-999,-999,-999,-999,19900222,1445
R/V Weatherbird II,BATS Bloom A,17,Hydrocast,82,8,1990-02-22,2001708208,1990.14415,31.828,-64.258,72.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.124,-999,-999,-999,-999,-999,19900222,1445
R/V Weatherbird II,BATS Bloom A,17,Hydrocast,82,7,1990-02-22,2001708207,1990.14415,31.828,-64.258,82.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.127,-999,-999,-999,-999,-999,19900222,1445
R/V Weatherbird II,BATS Bloom A,17,Hydrocast,82,6,1990-02-22,2001708206,1990.14415,31.828,-64.258,103,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.141,-999,-999,-999,-999,-999,19900222,1445
R/V Weatherbird II,BATS Bloom A,17,Hydrocast,82,5,1990-02-22,2001708205,1990.14415,31.828,-64.258,123.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.133,-999,-999,-999,-999,-999,19900222,1445
R/V Weatherbird II,BATS Bloom A,17,Hydrocast,82,4,1990-02-22,2001708204,1990.14415,31.828,-64.258,144.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.137,-999,-999,-999,-999,-999,19900222,1445
R/V Weatherbird II,BATS Bloom A,17,Hydrocast,82,3,1990-02-22,2001708203,1990.14415,31.828,-64.258,164.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.061,-999,-999,-999,-999,-999,19900222,1445
R/V Weatherbird II,BATS Bloom A,17,Hydrocast,82,2,1990-02-22,2001708202,1990.14415,31.828,-64.258,206,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.023,-999,-999,-999,-999,-999,19900222,1445
R/V Weatherbird II,BATS Bloom A,17,Hydrocast,82,1,1990-02-22,2001708201,1990.14415,31.828,-64.258,257.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.011,-999,-999,-999,-999,-999,19900222,1445
R/V Weatherbird II,BATS Bloom B,17,CTD cast,7,12,1990-03-01,3001700712,1990.16274,31.922,-64.001,1.7,5,0,9,0,19,4,39,0,9,0,4,-999,11,151,27,0.113,-999,1,38,-999,-999,19900301,935
R/V Weatherbird II,BATS Bloom B,17,CTD cast,7,11,1990-03-01,3001700711,1990.16274,31.922,-64.001,20.4,2,0,9,0,21,5,42,0,8,0,5,-999,16,155,18,0.113,-999,3,41,-999,-999,19900301,935
R/V Weatherbird II,BATS Bloom B,17,CTD cast,7,10,1990-03-01,3001700710,1990.16274,31.922,-64.001,40.9,6,0,11,0,21,3,50,0,8,0,4,-999,14,171,13,0.126,-999,2,40,-999,-999,19900301,935
R/V Weatherbird II,BATS Bloom B,17,CTD cast,7,9,1990-03-01,3001700709,1990.16274,31.922,-64.001,59.9,4,0,11,0,26,3,51,0,5,0,1,-999,20,173,8,0.126,-999,1,30,-999,-999,19900301,935
R/V Weatherbird II,BATS Bloom B,17,CTD cast,7,8,1990-03-01,3001700708,1990.16274,31.922,-64.001,80.5,7,2,12,0,26,5,52,0,7,1,3,-999,19,178,6,0.13,-999,3,35,-999,-999,19900301,935
R/V Weatherbird II,BATS Bloom B,17,CTD cast,7,7,1990-03-01,3001700707,1990.16274,31.922,-64.001,90.5,6,0,17,3,27,6,54,0,7,1,2,-999,13,187,10,0.131,-999,3,38,-999,-999,19900301,935
R/V Weatherbird II,BATS Bloom B,17,CTD cast,7,6,1990-03-01,3001700706,1990.16274,31.922,-64.001,100.4,7,0,11,0,25,3,49,0,8,1,1,-999,17,171,11,0.131,-999,2,29,-999,-999,19900301,935
R/V Weatherbird II,BATS Bloom B,17,CTD cast,7,5,1990-03-01,3001700705,1990.16274,31.922,-64.001,120.9,3,0,10,0,27,5,57,0,7,0,0,-999,19,185,10,0.137,-999,2,33,-999,-999,19900301,935
R/V Weatherbird II,BATS Bloom B,17,CTD cast,7,4,1990-03-01,3001700704,1990.16274,31.922,-64.001,142,6,0,10,0,22,4,45,0,7,0,0,-999,29,148,11,0.114,-999,2,26,-999,-999,19900301,935
R/V Weatherbird II,BATS Bloom B,17,CTD cast,7,3,1990-03-01,3001700703,1990.16274,31.922,-64.001,161.3,3,0,5,0,12,0,19,0,3,0,0,-999,24,46,5,0.039,-999,2,3,-999,-999,19900301,935
R/V Weatherbird II,BATS Bloom B,17,CTD cast,7,2,1990-03-01,3001700702,1990.16274,31.922,-64.001,201.6,0,0,0,0,3,0,10,0,0,0,0,-999,0,14,0,0.02,-999,0,0,-999,-999,19900301,935
R/V Weatherbird II,BATS Bloom B,17,CTD cast,7,1,1990-03-01,3001700701,1990.16274,31.922,-64.001,252.7,0,0,0,0,0,0,1,0,0,0,0,-999,0,4,0,0.006,-999,0,0,-999,-999,19900301,935
R/V Weatherbird II,BATS Core,18,CTD cast,3,12,1990-03-13,1001800312,1990.19606,31.834,-64.054,2,3,0,10,0,19,4,38,0,15,0,8,-999,0,132,0,0.104,-999,0,49,-999,-999,19900313,1330
R/V Weatherbird II,BATS Core,18,CTD cast,3,11,1990-03-13,1001800311,1990.19606,31.834,-64.054,10,5,0,8,3,18,4,38,0,17,0,5,-999,0,125,6,0.103,-999,0,44,-999,-999,19900313,1330
R/V Weatherbird II,BATS Core,18,CTD cast,3,10,1990-03-13,1001800310,1990.19606,31.834,-64.054,30.2,2,0,9,0,19,4,46,2,11,0,4,-999,10,143,8,0.116,-999,2,49,-999,-999,19900313,1330
